Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
17,体育教師,つまらないからと学校に八つ当たりされても,困るんだよな。, ,Gym Teacher,Just because you hate school doesn't give you the,"right to throw fits and raise a ruckus all the time,",mister!,체육교사,시시하다고 학교에 와서 화풀이를 해도,곤란한데 말이야.,,体育教師,因為無聊就來學校發洩情緒，,這樣我們也很困擾啊。,,1,142,20,1,0,0,0,0,0,,Translated
18,体育教師,楽しくないんだろ？　何で辞めないのか,意味が判らん。, ,Gym Teacher,"You're clearly not having any fun here, right? So",why don't you just drop out? I really don't get it!,,체육교사,재미없지? 왜 안 그만두는 건지,이유를 모르겠다.,,体育教師,一點都不開心吧？為什麼不乾脆退學呢，,真搞不懂。,,1,143,20,1,0,0,0,0,0,,Translated
19,体育教師,その家庭環境では進学だって、,考えちゃいないんだろ？, ,Gym Teacher,It's not like you're trying to get into college.,"With your home life as it is, the thought probably",hasn't even crossed your mind!,체육교사,그 가정 환경에 진학 같은 걸,생각하는 건 아니겠지?,,体育教師,以那樣的環境，升學這種事,你根本沒想過吧？,,1,144,20,1,0,0,0,0,0,,Translated
20,良樹,はぁ……, , ,Yoshiki,Uh...huh...,,,요시키,네......,,,良樹,是……, ,,1,95,23,1,0,0,0,0,0,,Translated
21,体育教師,……まぁ、一年のこの時点からすでに,三者面談にすら顔を出さない、, ,Gym Teacher,Wish I could ask your parents what they think of,"having a no-good kid like you in the family, but",they've never once shown their faces around here.,체육교사,"...... 뭐, 1학년 이맘때부터",삼자면담마저 안 나오는,,体育教師,……嘛，從一年級這個時候開始,就連三方會談都不出席，,,1,145,20,1,0,0,0,0,0,,Translated
22,体育教師,お前ンとこのご両親も、どうかと思うがな（笑）, , ,Gym Teacher,Not since the very first parent-teacher conferences,we ever held. Wonder if they'd be embarrassed!,,체육교사,네 부모님도 문제가 있지만 (웃음),,,体育教師,你家的父母也是令人搖頭啊（笑）, ,,1,146,20,1,0,0,0,0,0,,Translated
23,良樹,ハハ……ウチの親、出来悪い俺の事、嫌ってるから。, , ,Yoshiki,"Haha... My parents are not exactly proud of me,",shall we say.,,요시키,하하...... 제 부모님은 불량한 저를 싫어하거든요.,,,良樹,哈哈……我家父母，討厭我這個沒出息的兒子。, ,,1,96,23,1,0,0,0,0,0,,Translated
24,体育教師,イヤ、それ以前の問題だろ、,親としての自覚が足りん。, ,Gym Teacher,"Ehh, that's not what I mean. I'm thinking of the",big picture here. They're clearly just not good,parents.,체육교사,"아니, 그 이전의 문제잖냐.",부모로서의 자각이 부족해.,,体育教師,不，那是更根本的問題吧。,是身為父母的自覺不夠。,,1,147,20,1,0,0,0,0,0,,Translated
25,体育教師,俺に、もし子供がいたら、絶対にそんな事,しないよな。, ,Gym Teacher,"If I had kids of my own, you'd better believe",I wouldn't be half as lax with them as yours,obviously are with you!,체육교사,나한테 자식이 있었으면,진짜 그렇게는 안 한다.,,体育教師,我要是有了孩子，絕對不會那樣,做的。,,1,148,20,1,0,0,0,0,0,,Translated
26,体育教師,全く、大人になり切れていない幼稚な親が、, , ,Gym Teacher,"The problem is, people are having kids when they're",way too young.,,체육교사,"나 참, 어른이 되지 못한 유치한 부모가",,,体育教師,真是的，就是那些還沒成熟當父母的幼稚家長，, ,,1,149,20,1,0,0,0,0,0,,Translated
27,体育教師,一丁前に子供なんか作るから！, , ,Gym Teacher,"Before they've become proper adults, they're poppin'",out babies of their own!,,체육교사,괜히 자식 같은 걸 만드니까!,,,体育教師,才會隨便亂生孩子！, ,,1,150,20,1,0,0,0,0,0,,Translated
28,体育教師,世の中、幼稚なガキが溢れかえるんだよな。, , ,Gym Teacher,And bad parents raise bad kids. That's why there are,so many brats like you in this world!,,체육교사,세상에 유치한 녀석들이 판을 치는 거야.,,,体育教師,所以這世界上才會充斥著幼稚的小鬼啊。, ,,1,151,20,1,0,0,0,0,0,,Translated
29,良樹,（……確かにな……）, , ,Yoshiki,(He's right about one thing...),,,요시키,(...... 그래......),,,良樹,（……說得也是……）, ,,1,97,23,1,0,0,0,0,0,,Translated
30,良樹,（……確かに、無理に此処に居続ける意味は,　ないかもな）, ,Yoshiki,(There's no reason for me to stay in this school.,It really is pointless.),,요시키,(...... 분명 억지로 여기에 있을 이유는,없을지도 몰라),,良樹,（……確實，勉強繼續待在這裡的意義,也許真的沒有）,,1,98,23,1,0,0,0,0,0,,Translated
31,良樹,（コイツぶん殴って辞めてやるのもいいか……）, , ,Yoshiki,"(I should just beat the crap out of this jackass,",then drop out...),,요시키,(이 자식한테 한방 먹여주고 그만둬 버릴까......),,,良樹,（乾脆揍這傢伙一頓，就算被退學也無所謂……）, ,,1,99,23,1,0,0,0,0,0,,Translated
32,体育教師,授業料だけ出してりゃ親だとでも思ってんだろ、, , ,Gym Teacher,People think as long as they pay school taxes or,"tuition, they're good mommies and daddies.",,체육교사,수업료만 내면 부모인 줄 아나,,,体育教師,以為只要付了學費就是父母了是吧，, ,,1,152,20,1,0,0,0,0,0,,Translated
33,体育教師,あの類は！　ハハハハ。……あ？　何だその目は。, , ,Gym Teacher,"Well, news flash: They're not! Hahahaha...",Hmm? What's with that look?,,체육교사,그 녀석들은! 하하하하...... 어? 뭐냐 그 눈초리는.,,,体育教師,那種人！哈哈哈。……啊？那是什麼眼神。, ,,1,153,20,1,0,0,0,0,0,,Translated
34,良樹,（教師に手出すなんて初めてだな……まいいか）, , ,Yoshiki,"(I've never hit a teacher before. Ah, well...",First time for everything...),,요시키,(교사에게 손을 대는 건 처음이군...... 뭐 됐다),,,良樹,（對老師動手還是第一次……算了無所謂）, ,,1,100,23,1,0,0,0,0,0,,Translated
35,あゆみ,坪田先生。, , ,Ayumi,Mr. Tsubota?,,,아유미,츠보타 선생님.,,,あゆみ,坪田老師。, ,,1,157,0,1,0,0,0,0,0,,Translated
36,体育教師,あ？　……お、おう委員長。何だ？, , ,Gym Teacher,"Hehh? ...Well, if it isn't the class rep. What's up?",,,체육교사,"어? ...... 그, 그래 반장. 무슨 일이냐?",,,体育教師,啊？……喔、喔班長。什麼事？, ,,1,154,20,1,0,0,0,0,0,,Translated
37,あゆみ,教頭先生がお呼びです。,すぐ職員室に来て下さいって。, ,Ayumi,The vice principal is looking for you. You're needed,back at the staff room.,,아유미,교감 선생님이 부르세요.,곧장 교무실로 오라고.,,あゆみ,教頭老師在找您。,請您馬上到職員室去。,,1,158,0,1,0,0,0,0,0,,Translated
38,体育教師,そうか、わかった。……篠崎、お前の目は、, , ,Gym Teacher,Gotcha. Thanks.,"...Hmm? Shinozaki, you've got great eyes, you know",that?,체육교사,"그래, 알았다...... 시노자키, 네 눈은",,,体育教師,是嗎，知道了。……篠崎，你的眼睛，, ,,1,155,20,1,0,0,0,0,0,,Translated
39,体育教師,いつもキリッとしていて凛々しいな。,ハハハ。, ,Gym Teacher,Always so clear and focused! Hahahahaha...,,,체육교사,언제나 초롱초롱하고 의연하구나.,하하하.,,体育教師,總是炯炯有神很凜然呢。,哈哈哈。,,1,156,20,1,0,0,0,0,0,,Translated
40,体育教師,先生、お前のような娘はダイスキだ。, , ,Gym Teacher,We instructors like your kind best of all.,,,체육교사,선생님은 너 같은 애를 정말 좋아한단다.,,,体育教師,老師最喜歡你這樣的孩子了。, ,,1,157,20,1,0,0,0,0,0,,Translated
41,体育教師,悩みがあったら、何でも相談に来い？,ハハハ。, ,Gym Teacher,"You ever have a problem, you come talk to me about","it, okay? Hahahahahaha...",,체육교사,고민 거리가 있으면 언제든 오너라.,하하하.,,体育教師,有什麼煩惱隨時都可以來找我談？,哈哈哈。,,1,158,20,1,0,0,0,0,0,,Translated
42,あゆみ,……最低な先生。, , ,Ayumi,That guy's the worst.,,,아유미,...... 최악이야.,,,あゆみ,……真是最差勁的老師。, ,,1,159,0,1,0,0,0,0,0,,Translated
43,良樹,……すまねえ。, , ,Yoshiki,...Thanks.,,,요시키,...... 미안하다.,,,良樹,……謝啦。, ,,1,101,23,1,0,0,0,0,0,,Translated
44,あゆみ,あなたも最低。, , ,Ayumi,You're not really any better.,,,아유미,너도 최악.,,,あゆみ,你也是。真差勁。, ,,1,160,0,1,0,0,0,0,0,,Translated
45,良樹,……え？, , ,Yoshiki,Huh?,,,요시키,뭐?,,,良樹,……欸？, ,,1,102,23,1,0,0,0,0,0,,Translated
46,あゆみ,今、手、出そうとしてたでしょう？, , ,Ayumi,"You were thinking about hitting him just now,",weren't you?,,아유미,방금 손을 대려고 했지?,,,あゆみ,剛才你差點就要動手了吧？, ,,1,161,0,1,0,0,0,0,0,,Translated
47,良樹,………。, , ,Yoshiki,...,,,요시키,.........,,,良樹,………。, ,,1,103,23,1,0,0,0,0,0,,Translated
48,あゆみ,あんな駄目な先生の口車に乗せられて、,退学になって、, ,Ayumi,What a sad fate it would be to get kicked out of,school over a pathetic excuse for a teacher like,him...,아유미,저런 몹쓸 선생의 말에 넘어가서,퇴학이라니,,あゆみ,被那種差勁老師的話牽著鼻子走，,然後被退學，,,1,162,0,1,0,0,0,0,0,,Translated
49,あゆみ,そんな結末、悔しくないの？,意地でも思惑に乗らないように、, ,Ayumi,And you'd regret it later. You know you would. No,"matter how much of a pain in the ass it may be, and",no matter how you think it'll turn out in the end...,아유미,그런 결말은 분하지 않아?,억지로라도 넘어가지 않도록,,あゆみ,那種結局你不覺得不甘心嗎？,就算硬撐到底，也別讓他稱心如意。,,1,163,0,1,0,0,0,0,0,,Translated
50,あゆみ,かじりついてでも、居座ってやりなさいよ！, , ,Ayumi,"...just stay in school, man! Bite your tongue, and",make it to graduation!,,아유미,이를 악물고 버티란 말야!,,,あゆみ,死纏爛打也要留在學校啊！, ,,1,164,0,1,0,0,0,0,0,,Translated
51,あゆみ,もぅ…………グスッ。, , ,Ayumi,Honestly... *sniffle*,,,아유미,차암............ 훌쩍.,,,あゆみ,真是的…………吸。, ,,1,165,0,1,0,0,0,0,0,,Translated
52,良樹,……？　お前……なに泣いてんだ……？, , ,Yoshiki,...? Why...are you crying?,,,요시키,......? 너...... 뭘 울고 그래......?,,,良樹,……咦？妳……哭了嗎？, ,,1,104,23,1,0,0,0,0,0,,Translated
53,あゆみ,あ……, , ,Ayumi,Ah...,,,아유미,아......,,,あゆみ,啊……, ,,1,166,0,1,0,0,0,0,0,,Translated
54,あゆみ,ごめん、何か感情的になると意味なく涙出るの、私。, , ,Ayumi,Sorry. Whenever I give an impassioned speech like,"that, I always find myself tearing up a little.",,아유미,"미안, 왠지 감정적이 되면 그냥 눈물이 나오거든, 난.",,,あゆみ,抱歉，我只要一激動就會莫名其妙流淚。, ,,1,167,0,1,0,0,0,0,0,,Translated
55,あゆみ,１－５の、岸沼君だっけ？, , ,Ayumi,"You're Kishinuma from class 1-5, right?",,,아유미,1-5의 키시누마 군이었지?,,,あゆみ,你是１－５的，岸沼同學吧？, ,,1,168,0,1,0,0,0,0,0,,Translated
56,良樹,ああ。, , ,Yoshiki,Yeah.,,,요시키,어.,,,良樹,嗯。, ,,1,105,23,1,0,0,0,0,0,,Translated
57,あゆみ,私は３組の篠崎。,えと……出しゃばっちゃってごめんね。, ,Ayumi,I'm Shinozaki from class 1-3. Sorry...to have butt,in like that.,,아유미,난 3반 시노자키.,음...... 괜히 나서서 미안해.,,あゆみ,我是３班的篠崎。,那個……抱歉我多管閒事。,,1,169,0,1,0,0,0,0,0,,Translated
58,良樹,お、おう……いや……, , ,Yoshiki,"Uh, don't...worry about it...",,,요시키,"어, 응...... 아니......",,,良樹,喔、喔……不會……, ,,1,106,23,1,0,0,0,0,0,,Translated
59,あゆみ,じゃ……, , ,Ayumi,Later.,,,아유미,그럼......,,,あゆみ,那……, ,,1,170,0,1,0,0,0,0,0,,Translated
60,良樹,……なぁ。さっきの教頭が呼んでるっての……, , ,Yoshiki,"...Hey, when you told him the vice principal was",calling...,,요시키,...... 저기. 좀 전에 교감이 부른다는 건......,,,良樹,……喂。剛才你說教頭找他……, ,,1,107,23,1,0,0,0,0,0,,Translated
61,あゆみ,ふふ、ウソウソ。, , ,Ayumi,"Heehee. I was lying, of course.",,,아유미,"후후, 거짓말.",,,あゆみ,呵呵，騙你的騙你的。, ,,1,171,0,1,0,0,0,0,0,,Translated
62,良樹,…………ハハ。, , ,Yoshiki,...Heheh.,,,요시키,............ 하하.,,,良樹,…………哈哈。, ,,1,108,23,1,0,0,0,0,0,,Translated
63,良樹,……なんだ……？　まっくらだ。, , ,Yoshiki,...What's going on...? It's pitch black...,,,요시키,...... 뭐야......? 새까만데.,,,良樹,……怎麼了……？一片漆黑。, ,,1,11,23,1,0,0,0,0,0,,Translated
64,良樹,篠崎！　……結衣センセー！,哲志！　……誰かいないのか……, ,Yoshiki,Shinozaki!,Ms. Yui! Satoshi!,Is anyone there?,요시키,시노자키! ...... 유이 선생님~!,사토시! ...... 누구 없어......?,,良樹,篠崎！……結衣老師！,哲志！……沒有人嗎……,,1,12,23,1,0,0,0,0,0,,Translated
65,良樹,……んだよ……ここ何処だ？,夢でもみてたのか……？, ,Yoshiki,Man... Where the hell am I? Was I dreaming or,something?,,요시키,...... 뭐야...... 여긴 어디야?,꿈이라도 꾸고 있는 건가......?,,良樹,……搞什麼……這裡是哪裡？,我在做夢嗎……？,,1,13,23,1,0,0,0,0,0,,Translated
66,良樹,……ってか、体、動かねーし……,周りに……壁？　穴の中か…？　ここ……, ,Yoshiki,"...I...can't move?! Feels like...walls, all around",me! Am I in a hole or something...?,,요시키,"...... 모, 몸이, 안 움직여......",주위에...... 벽? 구멍 속인가...? 여긴......,,良樹,……而且，身體動不了……,周圍……牆壁？是在洞裡嗎…？這裡……,,1,14,23,1,0,0,0,0,0,,Translated
67,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
68,良樹,う！　……っぺッ……　,なんだ？　誰だ。, ,Yoshiki,Ulgh! *spit* What the...?! Who's...?!,,,요시키,으! ...... 앗......,뭐야? 누구야.,,良樹,呃！……呸……,什麼啊。是誰。,,1,15,23,1,0,0,0,0,0,,Translated
69,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
70,良樹,うげっ……ぺッ……　,やめろ！（……土か？　上から誰かが）, ,Yoshiki,"Ooh, oolph! *spit* St-stop!","(Dirt, and gravel...from above?)",,요시키,우엑...... 앗......,그만해! (흙이? 누군가가 위에서),,良樹,嘔……呸……,住手！（……是土嗎？有人從上面）,,1,16,23,1,0,0,0,0,0,,Translated
71,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
72,良樹,やめろ…ッ……何してんだ,埋める気か？　……げはッ, ,Yoshiki,Sto-op! ...The hell?! I'm alive down here! You,planning to suffocate me?! *gurgle*,,요시키,그만둬...... 무슨 짓이야,묻을 셈이야? ...... 으억,,良樹,住手……你在做什麼,想埋了我嗎？……呃咳,,1,17,23,1,0,0,0,0,0,,Translated
73,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
74,良樹,（口ン中に……詰まりだした,　……　ぐふッ、グェ）, ,Yoshiki,"(My mouth is getting totally filled up... Ulck,",blargh...),,요시키,(입안에...... 들어갔어,"...... 우훅, 우엑)",,良樹,（嘴巴裡……被塞滿了,……　嗚呼、呃）,,1,18,23,1,0,0,0,0,0,,Translated
75,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
76,良樹,あめろ……ッ　……グぁ,ぁめろー！, ,Yoshiki,Sh...shtp... *choke* Top ith...,,,요시키,으안워...... 윽...... 으아,으안워~!,,良樹,住手……　……呃啊,住手～！,,1,19,23,1,0,0,0,0,0,,Translated
77,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
78,良樹,（……ッ……息が、出来ね……ぇ,　死ぬの、かよ……こんな）, ,Yoshiki,(...I...c-can't breathe... Am I...going to die like,this...?),,요시키,"(...... 숨을, 쉴 수가 없어......","죽는 건, 가...... 이런)",,良樹,（……呼……吸不了……,要死了嗎……在這種）,,1,20,23,1,0,0,0,0,0,,Translated
79,良樹,（……死……ぬ？　誰が……？,　……ウソ……だろ……）, ,Yoshiki,(...Why... Who would...? This...can't be...,happening...),,요시키,(죽...... 어? 누가......?,거짓말...... 이지......),,良樹,（……死……？誰會……？,……騙人……的吧……）,,1,21,23,1,0,0,0,0,0,,Translated
80,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
81,良樹,（……冗談じゃ　ねぇ！　やめろぉ！,　痛てッ！　……目が）, ,Yoshiki,(This isn't funny! Stop it! ...My eyes are really,hurting!),,요시키,(...... 장난하지 마! 그만둬!,아파! ...... 눈이),,良樹,（……開什麼玩笑！住手！,好痛！……眼睛）,,1,22,23,1,0,0,0,0,0,,Translated
82,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
83,良樹,く……ォ　…グ　……, , ,Yoshiki,Klck...ouh...glrh...,,,요시키,크...... 오...... 으......,,,良樹,呃……哦　……咕……, ,,1,23,23,1,0,0,0,0,0,,Translated
84,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,1,0,0,0,0,0,,Translated
85,良樹,……ヒ……　グッ……,イ・・キ ・・ガ, ,Yoshiki,*choke* Caaahn...breeeh...,,,요시키,...... 히...... 으윽......,숨  ·  ·  을  ·  ·,,良樹,……呼……　咳……,呼　‧　‧　吸　‧　‧,,1,24,23,1,0,0,0,0,0,,Translated
86,, ,ドザッ。　バサバサバサ……, ,, ,*thunk* *shfffff*,,,푹.  후두둑......,,,,咚。　唰啦唰啦……, ,,0,0,0,0,0,0,0,0,0,,Translated
87,結衣,……今の子（霊魂）だって私達と同じ、,この学校の被害者……, ,Ms. Shishido,"That spirit was trapped here, just like us...",,,유이,...... 방금 그 아이(영혼)도 우리와 같은,이 학교의 피해자......,,結衣,……剛才那孩子（靈魂）也和我們一樣，,是這所學校的受害者……,,1,58,27,1,0,0,0,0,0,,Translated
88,結衣,……被害者が被害者をやりきれない思いで、傷付けて, , ,Ms. Shishido,Succumbing to unbearable feelings of anger and,"hatred, one victim drawn to harm another...",,유이,피해자가 피해자를 어쩔 수 없이 상처 입히고,,,結衣,……受害者帶著無可奈何的心情去傷害其他受害者, ,,1,59,27,1,0,0,0,0,0,,Translated
89,結衣,……膨れ上がった悲しみが、閉ざされたこの空間で、,逃げ場もなく渦巻いているんだわ…… , ,Ms. Shishido,"It's not just people trapped in this space, but",their sadness and torment as well. It's got nowhere,"to go, so it just hangs in these halls.",유이,...... 부풀어 오른 슬픔이 갇힌 이 공간에서,...... 도망칠 곳 없이 소용돌이 치고 있어......,,結衣,……膨脹的悲傷，在這封閉的空間裡，,無處可逃地不斷迴旋……,,1,60,27,1,0,0,0,0,0,,Translated
90,結衣,こんな所にいたら駄目。, , ,Ms. Shishido,We shouldn't be here.,,,유이,이런 데 있으면 안 돼.,,,結衣,不能待在這種地方。, ,,1,61,27,1,0,0,0,0,0,,Translated
91,結衣,みんな、絶対に連れて帰るから……, , ,Ms. Shishido,I have to get them all back home.,,,유이,"다들, 꼭 데리고 돌아갈 테니까......",,,結衣,我一定會帶大家回去的……, ,,1,62,27,1,0,0,0,0,0,,Translated
92,結衣,お願いだから、無事でいて……！, , ,Ms. Shishido,"Please, everybody... Stay safe...",,,유이,"부탁이니까, 무사히 있어 줘......!",,,結衣,拜託你們，一定要平安……！, ,,1,63,27,1,0,0,0,0,0,,Translated
93,, ,【Chapter3へ続く】, ,, ,[Continued in Chapter 3],,,【Chapter3에서 계속】,,,,【待續第三章】, ,,0,0,0,0,0,0,0,0,0,,Translated
94,,扉が開きません。, , ,,It won't open.,,,,문이 열리지 않습니다.,,,,門打不開。, ,,0,0,0,0,0,0,0,0,0,,Translated
95,直美,……ふぅ～、片付いた。体育委員も楽じゃないね。, , ,Naomi,Phew! That should just about do it.,I hate being in charge of the gym equipment.,,나오미,...... 후우~ 정리 끝. 체육위원도 참 힘드네.,,,直美,……呼～整理完了。體育委員也不輕鬆啊。, ,,1,164,11,1,0,0,0,0,0,,Translated
96,直美,明後日の「合同体育」の準備は、, , ,Naomi,All because of that stupid co-ed meet in two days...,,,나오미,모레 「합동체육」 준비는,,,直美,後天「聯合體育課」的準備，, ,,1,165,11,1,0,0,0,0,0,,Translated
97,直美,絶対、男子の委員にやらせようね！, , ,Naomi,Why can't the boys' class rep take care of the,grunt work?!,,나오미,꼭 남자한테 시키자!,,,直美,絕對要讓男生委員來做！, ,,1,166,11,1,0,0,0,0,0,,Translated
98,世以子,ふふ、うん！, , ,Seiko,Heehee! Yeah.,,,세이코,"후후, 응!",,,世以子,呵呵，嗯！, ,,1,32,20,1,0,0,0,0,0,,Translated
99,直美,まったく、岸沼め……, , ,Naomi,Freakin' Kishinuma...,,,나오미,"하여간, 키시누마 자식......",,,直美,真是的，岸沼那傢伙……, ,,1,167,11,1,0,0,0,0,0,,Translated
100,直美,ぶつぶつぶつ, , ,Naomi,Doesn't he know what a delicate flower I am? Most,"I've ever had to lift before was chopsticks, and he",expects me to lug around a damned pommel-horse...,나오미,중얼 중얼 중얼,,,直美,碎碎念碎碎念, ,,1,168,11,1,0,0,0,0,0,,Translated
101,世以子,………（じ～）　ゴクリ。, , ,Seiko,...Ooaaahh...,*gulp*,,세이코,......... (지그시~) 꿀꺽.,,,世以子,………（盯著）　咕嚕。, ,,1,33,20,1,0,0,0,0,0,,Translated
102,世以子,……直美ってさぁ、綺麗な形してるよねぇ～, , ,Seiko,"Naomi, that is one pretty sight!",,,세이코,"...... 나오미는, 참 예쁘단 말야~",,,世以子,……直美啊，形狀真好看呢～, ,,1,34,20,1,0,0,0,0,0,,Translated
103,直美,え？　……何が？, , ,Naomi,Huh? ...What is?,,,나오미,응? ...... 뭐가?,,,直美,欸？……什麼？, ,,1,169,11,1,0,0,0,0,0,,Translated
104,世以子,お尻のカタチ。, , ,Seiko,Dat booty you got!,,,세이코,엉덩이가.,,,世以子,屁股的形狀。, ,,1,35,20,1,0,0,0,0,0,,Translated
105,直美,えー？　アンタのほうが小さくて可愛いじゃん。, , ,Naomi,Whaaat? Yours is WAY cuter!,,,나오미,뭐~? 네 엉덩이가 작고 귀여운데.,,,直美,什麼～？你的才小巧可愛吧。, ,,1,170,11,1,0,0,0,0,0,,Translated
