Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
11,良樹,…………。, , ,Yoshiki,...,,,요시키,............,,,良樹,…………。,,,1,0,0,1,0,0,0,0,0,,Translated
12,あゆみ,…………。（ぶるぶる）, , ,Ayumi,... *shiver*,,,아유미,............ (덜덜),,,あゆみ,…………。（發抖）,,,1,0,0,1,0,0,0,0,0,,Translated
13,,棚の中に、プロジェクターのリモコンなどの,教材が詰め込まれています。, ,,The shelves are filled to overflowing with teaching,"implements. Atop the highest pile, like a keystone,",sits the remote control for the overhead projector.,,수납장에 프로젝터 리모컨과,교재가 놓여 있습니다.,,,櫃子裡塞滿了投影機遙控器等教材。,,,0,0,0,0,0,0,0,0,0,,Translated
14,,ノック音は、前の扉から聞こえます……, , ,,The knocking is coming from the door at the front,of the room.,,,앞문에서 노크 소리가 들려옵니다......,,,,敲門聲是從前面的門傳來的……,,,0,0,0,0,0,0,0,0,0,,Translated
15,,ノック音は、前の扉から聞こえます……, , ,,The knocking is coming from the door at the front,of the room.,,,앞문에서 노크 소리가 들려옵니다......,,,,敲門聲是從前面的門傳來的……,,,0,0,0,0,0,0,0,0,0,,Translated
16,,１０月２７日,　文化祭当日！　売るぞおしるこ、オメエラ,    　　　　  【日直　野村／水野】,,10／27 - Culture festival in full swing! Let's sell,us some red bean soup like there's no tomorrow!,                  [Day duty: Nomura／Takayanagi],,10월 27일,"문화제 당일! 단팥죽 판매 중이다, 이 자식들아",          【일직 노무라/미즈노】,,十月二十七日,　文化祭當天！要賣紅豆湯啊，你們這些傢伙,          【值日　野村／水野】,0,0,0,1,0,0,0,0,0,,Translated
17,＊,まーだ、残っているの……？, , ,???,Is anyone still here...?,,,＊,아~직 남아 있었어......?,,,＊,還～有沒有人留下來啊……？,,,1,195,26,1,0,0,0,0,0,,Translated
18,＊,は　　や　　く　　帰　り　な　さ　い……！, , ,???,"G o   h o m e ,   c h i l d r e n . . .",,,＊,얼  른  집  에  가......!,,,＊,快　　點　　回　　家　　去……！,,,1,196,26,1,0,0,0,0,0,,Translated
19,哲志,うわあぁーーッ！！, , ,Satoshi,YAAAAAAAGH!!,,,사토시,우와아아~~!!,,,哲志,哇啊啊──！！,,,1,0,0,1,0,0,0,2,0,,Translated
20,結衣,ぷふッ、びっくりした？, , ,Ms. Shishido,Heehee. Did I scare you?,,,유이,"푸훗, 놀랐어?",,,結衣,噗哧，嚇到了嗎？,,,1,197,26,1,0,0,0,0,0,,Translated
21,哲志,ゆ……結衣先生……？！, , ,Satoshi,...Ms...Yui...?,,,사토시,유...... 유이 선생님......?!,,,哲志,結……結衣老師……？！,,,1,196,14,1,0,0,0,0,0,,Translated
22,あゆみ,せんせ～！, , ,Ayumi,"Heya, Teach!",,,아유미,선생님~!,,,あゆみ,老師～！,,,1,23,0,1,0,0,0,0,0,,Translated
23,結衣,篠崎さ～ん！, , ,Ms. Shishido,Shinozaki!,,,유이,시노자키~!,,,結衣,篠崎～！,,,1,198,26,1,0,0,0,0,0,,Translated
24,結衣・あゆみ,ヘーイ♪, , ,Ms. Shishido & Ayumi,All right!,,,유이·아유미,예이~♪,,,結衣・あゆみ,嘿～♪,,,1,199,26,1,0,0,0,0,0,,Translated
25,あゆみ,大成功～！, , ,Ayumi,I'd call that a rousing success!,,,아유미,대성공~!,,,あゆみ,大成功～！,,,1,25,0,1,0,0,0,0,0,,Translated
26,繭・世以子,え～ッ、やられたぁーッ, , ,Mayu & Seiko,"Maaan, we've been had!",,,마유·세이코,아~ 당했다~,,,繭・世以子,欸～被擺了一道～,,,1,40,19,1,0,0,0,0,0,,Translated
27,あゆみ,先生、タイミングバッチリ！, , ,Ayumi,Your timing couldn't have been more perfect.,,,아유미,"선생님, 나이스 타이밍!",,,あゆみ,老師，時機抓得剛剛好！,,,1,26,0,1,0,0,0,0,0,,Translated
28,結衣,ふふ、伊達にこの学校のＯＧじゃないからね。,この七不思議については私も詳しいんだよ♪, ,Ms. Shishido,"Heheh. I wasn't a student here too long ago myself,",so when it comes to the 'seven wonders of Kisaragi,High'...I'm pretty well-versed!,유이,"후후, 괜히 이 학교 선배가 아니지.",나도 7대 불가사의는 잘 알고 있거든♪,,結衣,呵呵，好歹我也是這所學校的畢業生嘛。,對於這七大不可思議，我也很清楚哦♪,,1,200,26,1,0,0,0,0,0,,Translated
29,良樹,哲志（笑）, , ,Yoshiki,Heh... Satoshi...,,,요시키,사토시 (웃음),,,良樹,哲志（笑）,,,1,198,22,1,0,0,0,0,0,,Translated
30,繭,あはははは♪　持田君、繁兄（しげに）ぃよりも,リアクション派かも～, ,Mayu,"Hahaha. I thought Shig's reaction was priceless,","but yours was on a whole different level altogether,",Mochida!,마유,"아하하하하♪ 모치다 군, 시게 오빠보다",굉장한 리액션이었어~,,繭,啊哈哈哈哈哈♪ 持田同學，你比繁哥還要會反應呢～,,,1,239,7,1,0,0,0,0,0,,Translated
31,森繁,俺もさすがに、その引き出しはないな。, , ,Morishige,It was pretty impressive. I could never hope to,compete with that.,,모리시게,아무리 나라도 그 정도까진 안 해.,,,森繁,我再怎麼樣也做不到那種程度。,,,1,115,8,1,0,0,0,0,0,,Translated
32,あゆみ,うふふん♪　いつも持田君が一番反応してくれるから, , ,Ayumi,Hmm-hmm! Mochida's always got the best reactions.,,,아유미,우후후♪ 언제나 모치다 군 반응이 제일 크니까,,,あゆみ,唔呼呼♪ 因為總是持田同學的反應最大嘛,,,1,27,0,1,0,0,0,0,0,,Translated
33,あゆみ,怖がらせ甲斐があって、んん♪　たまらん♪, , ,Ayumi,I just LOVE it when my scares are so thoroughly,effective! It's simply...delicious...,,아유미,놀리는 보람이 있어서 으으♪ 못 참겠어♪,,,あゆみ,嚇人嚇得有價值，嗯嗯♪ 真是受不了♪,,,1,28,0,1,0,0,0,0,0,,Translated
34,哲志,くッ……ホラーマニアの委員長なんて、,聞いたことないよ。, ,Satoshi,Hmph. Who ever heard of a class representative with,"such a sadistic streak, anyway?!",,사토시,큭...... 호러 마니아 반장이 있다는 말은,못 들어봤다고.,,哲志,嘖……什麼恐怖狂熱的班長，聽都沒聽過。,,,1,197,14,1,0,0,0,0,0,,Translated
35,結衣,ごめんね、持田君♪,でもちょっとキュンとしちゃった♪, ,Ms. Shishido,"Sorry about that, Mochida! But I can't deny,",your reaction WAS pretty amusing.,,유이,"미안, 모치다 군♪",나 조금 두근거렸어♪,,結衣,抱歉啦，持田同學♪,不過我確實有點心動了♪,,1,201,26,1,0,0,0,0,0,,Translated
36,哲志,むぐッ……！, , ,Satoshi,Ugh...,,,사토시,으윽......!,,,哲志,唔……！,,,1,198,14,1,0,0,0,0,0,,Translated
37,結衣,あ、それより。可愛いお客さんが来てるわよ？, , ,Ms. Shishido,"All pranking aside, though, I ran into a rather",adorable individual in the hall who's come to see,you.,유이,"아, 그나저나. 귀여운 손님이 와 있는데?",,,結衣,啊，說到這個。有位可愛的客人來了哦？,,,1,202,26,1,0,0,0,0,0,,Translated
38,哲志,え？, , ,Satoshi,Hmm?,,,사토시,어?,,,哲志,欸？,,,1,199,14,1,0,0,0,0,0,,Translated
39,結衣,ほら、そんなところにいないで？,こっちにいらっしゃい？ , ,Ms. Shishido,What are you standing around out there for?,Come on in! He's right here!,,유이,거기 있지 말고,여기로 와보겠니?,,結衣,來吧，別站在那裡嘛？,過來這邊啊？,,1,203,26,1,0,0,0,0,0,,Translated
40,由香,し……しつれいします。, , ,Yuka,"...H-Hello, everybody...",,,유카,시...... 실례합니다.,,,由香,打……打擾了。,,,1,223,27,1,0,0,0,0,0,,Translated
41,哲志,由香！　どうしたんだお前？, , ,Satoshi,Yuka! What are you doing here?!,,,사토시,유카! 네가 왜 여기 있어?,,,哲志,由香！你怎麼來了？,,,1,200,14,1,0,0,0,0,0,,Translated
42,由香,おにいちゃん！（ぱぁっ）, , ,Yuka,Big brother!,,,유카,오빠! (화악),,,由香,哥哥！（喜笑顏開）,,,1,224,27,1,0,0,0,0,0,,Translated
43,結衣,持田君が傘を忘れているから……って、,わざわざ届けに来てくれたみたいよ♪, ,Ms. Shishido,"Seems Mochida forgot his umbrella this morning,",so little Yuka here has come all this way to,deliver it.,유이,모치다 군이 우산을 잊어버려서......,여기까지 가지고 왔대♪,,結衣,好像是因為持田同學忘記帶傘了……所以特地送來給你呢♪,,,1,204,26,1,0,0,0,0,0,,Translated
44,哲志,そうなんだ、すまないな由香。, , ,Satoshi,"Oh, yeah, I guess I did. Sorry about that, Yuka.",Thanks!,,사토시,"그랬구나, 고마워 유카.",,,哲志,是這樣啊，抱歉了由香。,,,1,201,14,1,0,0,0,0,0,,Translated
45,由香,えへへ……, , ,Yuka,Eheheh...,,,유카,에헤헤......,,,由香,欸嘿嘿……,,,1,225,27,1,0,0,0,0,0,,Translated
46,直美,その子、中等部のコ？, , ,Naomi,Is she from the junior high?,,,나오미,그 앤 중등부니?,,,直美,那孩子，是國中部的嗎？,,,1,39,10,1,0,0,0,0,0,,Translated
47,由香,初めまして、おにいちゃんがいつも、, , ,Yuka,Nice to meet you. My brother's always like this.,,,유카,"안녕하세요, 오빠가 언제나",,,由香,初次見面，哥哥他總是,,,1,226,27,1,0,0,0,0,0,,Translated
48,由香,お世話になってます。（ペコリ）, , ,Yuka,"Always really kind, I mean!",,,유카,신세를 지고 있습니다. (꾸벅),,,由香,承蒙照顧了。（鞠躬）,,,1,227,27,1,0,0,0,0,0,,Translated
49,あゆみ・繭,かわいいーっ♪, , ,Ayumi & Mayu,Awwww!,,,아유미·마유,귀엽다~♪,,,あゆみ・繭,好可愛～♪,,,1,29,0,1,0,0,0,0,0,,Translated
50,直美,哲志にこんな可愛い妹がいるとは、知らなかったわ。, , ,Naomi,"I had no idea you had such a cute little sister,",Satoshi.,,나오미,"사토시한테 이렇게 귀여운 동생이 있었다니, 몰랐어.",,,直美,沒想到哲志有你這麼可愛的妹妹。,,,1,40,10,1,0,0,0,0,0,,Translated
51,哲志,あれ、そうだっけ？, , ,Satoshi,...Really? I never told you?,,,사토시,"어라, 그랬어?",,,哲志,咦，是這樣嗎？,,,1,202,14,1,0,0,0,0,0,,Translated
52,直美,聞いてないわよー, , ,Naomi,You never said a word!,,,나오미,못 들었거든~,,,直美,沒聽你說過啊～,,,1,41,10,1,0,0,0,0,0,,Translated
53,良樹,お兄ちゃんのことが、大好きなんだよなッ？, , ,Yoshiki,"You sure do love your big brother, don'tcha?",,,요시키,오빠를 정말 좋아했었지?,,,良樹,你很喜歡哥哥對吧？,,,1,199,22,1,0,0,0,0,0,,Translated
54,由香,えへへ、ハイ♪, , ,Yuka,Heehee. I sure do!,,,유카,"에헤헤, 네♪",,,由香,欸嘿嘿，對呀♪,,,1,228,27,1,0,0,0,0,0,,Translated
55,あゆみ,おおッ, , ,Ayumi,Oh-ho!,,,아유미,오오,,,あゆみ,哦哦,,,1,30,0,1,0,0,0,0,0,,Translated
56,直美,へー、岸沼とは面識あるんだね。, , ,Naomi,Hmm? Seems like she's met Kishinuma before...,,,나오미,헤~ 키시누마는 알고 있었구나.,,,直美,嘿～你認識岸沼啊。,,,1,42,10,1,0,0,0,0,0,,Translated
57,世以子,直美ィ、ライバル出現だねぇ？, , ,Seiko,Hey Naomi... Looks like you've got yourself,"a rival, eh?",,세이코,나오미~ 라이벌 출현인데?,,,世以子,直美，對手出現了哦？,,,1,41,19,1,0,0,0,0,0,,Translated
58,直美,うん、なに言ってるのかなー？, , ,Naomi,Uhh... I'm sure I don't know WHAT you're talking,about...,,나오미,응? 무슨 말이야~?,,,直美,嗯，你在說什麼呀～？,,,1,43,10,1,0,0,0,0,0,,Translated
59,直美,この口？　この口？, , ,Naomi,"I swear, this mouth of yours says the craziest",things!,,나오미,요 주둥이? 요 주둥이인가?,,,直美,這張嘴？這張嘴？,,,1,44,10,1,0,0,0,0,0,,Translated
60,結衣,はいはーい。みんな、もう７時まわってるわよ。,帰る準備しなさい？, ,Ms. Shishido,"All right, everybody! It's past seven. Isn't it",about time you all get ready to head home?,,유이,"자~ 얘들아, 벌써 7시가 지났단다.",집에 가야지?,,結衣,好好好。各位，已經過了七點了哦。,該準備回家了吧？,,1,205,26,1,0,0,0,0,0,,Translated
61,繭,……っ……, , ,Mayu,...Ooh...,,,마유,...... 으......,,,繭,……唔……,,,1,240,7,1,0,0,0,0,0,,Translated
62,あゆみ,えー、お汁粉屋の片付けはー？　まだ帰りたくなーい。, , ,Ayumi,"Awww, do we have to? Shouldn't we clean up all the",red bean cafe stuff first? It'd be a shame to leave,so soon!,아유미,에이~ 단팥죽 가게 정리는~? 아직 가기 싫어~,,,あゆみ,欸～紅豆湯店的收拾呢～？還不想回去啦～,,,1,31,0,1,0,0,0,0,0,,Translated
63,良樹,このまま、明日も文化祭やれそうだよな。, , ,Yoshiki,"Yeah, with the classroom like this, it almost",seems like we could hold another culture festival,tomorrow.,요시키,내일도 이대로 문화제를 하면 되겠네.,,,良樹,這樣下去，明天也能繼續辦文化祭吧。,,,1,200,22,1,0,0,0,0,0,,Translated
64,結衣,篠崎さん？　私が来る前に、片付け終わらせておくって,約束だったでしょう？, ,Ms. Shishido,Isn't that what you were supposed to be doing here,in the first place? You promised me this room would,"be ready to go by the time I got here, as I recall!",유이,시노자키? 내가 오기 전에 정리를 끝낸다고,약속했잖니?,,結衣,篠崎同學？不是說好在我來之前會收拾好的嗎？,,,1,206,26,1,0,0,0,0,0,,Translated
65,あゆみ,うみゅ……, , ,Ayumi,Hnn...,,,아유미,으으......,,,あゆみ,唔唔……,,,1,32,0,1,0,0,0,0,0,,Translated
66,結衣,もう遅いから、明日早く来てやりなさい。, , ,Ms. Shishido,"Heh. Well, it's getting late. How about you leave","it for now, and come in early tomorrow?",,유이,많이 늦었으니까 내일 일찍 와서 정리하렴.,,,結衣,已經很晚了，明天早點來做吧。,,,1,207,26,1,0,0,0,0,0,,Translated
67,あゆみ,はーい。, , ,Ayumi,"Yes, ma'am!",,,아유미,네에~,,,あゆみ,好～。,,,1,33,0,1,0,0,0,0,0,,Translated
68,結衣,それじゃ……鈴本さんも、名残惜しいけど……, , ,Ms. Shishido,Suzumoto... I know how hard it is to say goodbye...,,,유이,그럼...... 스즈모토도 아쉽지만......,,,結衣,那麼……鈴本同學，雖然很捨不得……,,,1,208,26,1,0,0,0,0,0,,Translated
69,結衣,向こうに行っても、元気でね？, , ,Ms. Shishido,...but I wish you the best of luck at your new,school. I know you'll do just fine.,,유이,그쪽에서도 잘 지내.,,,結衣,到了那邊也要好好的哦？,,,1,209,26,1,0,0,0,0,0,,Translated
70,繭,……っ, , ,Mayu,...,,,마유,......,,,繭,……唔,,,1,241,7,1,0,0,0,0,0,,Translated
71,直美・世以子・あゆみ,…………。, , ,"Naomi, Seiko & Ayumi",...,,,나오미·세이코·아유미,............,,,直美・世以子・あゆみ,…………。,,,1,45,10,1,0,0,0,0,0,,Translated
72,繭,……はい……, , ,Mayu,...Thanks...,,,마유,...... 네......,,,繭,……好……,,,1,242,7,1,0,0,0,0,0,,Translated
73,世以子,すずめちゃん、いなくなると寂しいなぁ……, , ,Seiko,"Won't be the same around here without you, Suzume...",,,세이코,스즈메가 없으면 적적해지겠네......,,,世以子,繭醬不在了會好寂寞啊……,,,1,43,19,1,0,0,0,0,0,,Translated
74,あゆみ,鈴本さんなら、すぐトモダチできるよ、絶対！, , ,Ayumi,"I know you, Suzumoto. You'll make new friends in",no time flat. I'm sure of it!,,아유미,스즈모토라면 금방 친구가 생길 거야!,,,あゆみ,鈴本同學的話，一定能馬上交到朋友的，絕對！,,,1,34,0,1,0,0,0,0,0,,Translated
75,直美,引越しって言っても、そう遠くないしさ。,……冬休みには、みんなで遊びに行くからさ。, ,Naomi,And it's not like you're moving THAT far away. Come,"winter break, we'll all make sure we come visit!",,나오미,이사라고 해도 그리 멀지 않으니까.,...... 겨울 방학에 모두 함께 놀러갈게.,,直美,雖說是搬家，但也沒那麼遠嘛。,……寒假的時候，大家會一起去找你玩的。,,1,46,10,1,0,0,0,0,0,,Translated
76,あゆみ,そうだよ！　……すぐまた会えるもの。,私たち、ずっと友達だよ！, ,Ayumi,"Yeah, totally! Don't look so glum. We'll see you","again real soon. We're friends forever, after all!",,아유미,맞아! 곧 만나게 될 거야.,우린 줄곧 친구니까!,,あゆみ,就是啊！……馬上就能再見面的。,我們永遠是朋友哦！,,1,35,0,1,0,0,0,0,0,,Translated
77,繭,みんな……, , ,Mayu,You guys...,,,마유,다들......,,,繭,大家……,,,1,243,7,1,0,0,0,0,0,,Translated
78,由香,（お兄ちゃん、あのお姉さん転校しちゃうの？）, , ,Yuka,"(Hey brother, is that girl transferring to a new",school or something?),,유카,"(오빠, 저 언니 전학 가?)",,,由香,（哥哥，那位姊姊要轉學了嗎？）,,,1,229,27,1,0,0,0,0,0,,Translated
79,哲志,（ああ。今日の文化祭が、最後の登校日だったんだ）, , ,Satoshi,(Yeah. Today's culture festival was her last day.),,,사토시,(어. 오늘 문화제가 마지막 날이었어),,,哲志,（嗯。今天文化祭是她最後一次來學校了。）,,,1,203,14,1,0,0,0,0,0,,Translated
80,由香,（ふぅん……）, , ,Yuka,(Aww...),,,유카,(흐응......),,,由香,（嗯……）,,,1,230,27,1,0,0,0,0,0,,Translated
81,繭,みんな……、……ありがとう！, , ,Mayu,Thank you so much...all of you...,,,마유,다들...... 고마워!,,,繭,大家……謝謝你們！,,,1,244,7,1,0,0,0,0,0,,Translated
82,繭,わたし、みんなと会えて……本当によかった……っ, , ,Mayu,I'm so grateful...to have you as friends...,,,마유,난 너희들과 만나서...... 정말 좋았어......,,,繭,我……能遇到大家……真的太好了……,,,1,245,7,1,0,0,0,0,0,,Translated
83,繭,みんなのこと、ずっと忘れない……！, , ,Mayu,You all have a special place in my heart...,and you always will!,,마유,너희들을 잊지 않을게......!,,,繭,我永遠不會忘記大家的……！,,,1,246,7,1,0,0,0,0,0,,Translated
84,森繁,……っ, , ,Morishige,...,,,모리시게,......,,,森繁,……唔,,,1,116,8,1,0,0,0,0,0,,Translated
85,直美,へへっ……（ぐすっ）, , ,Naomi,Heh... *sniffle*,,,나오미,헤헷...... (훌쩍),,,直美,嘿嘿……（吸鼻子）,,,1,47,10,1,0,0,0,0,0,,Translated
86,世以子,うっうっうっ……　元気でやるんだよ……, , ,Seiko,"*sob* Ohhhh, Suzume... Take care out there...",,,세이코,으흐흑...... 건강히 잘 지내......,,,世以子,嗚嗚嗚……要好好保重啊……,,,1,44,19,1,0,0,0,0,0,,Translated
87,世以子,うううぅぅ、私はいつまでも見守っているからね……, , ,Seiko,*bawl* ...I'll always be watching over you from,above!,,세이코,"우우우우우, 언제까지나 지켜볼 테니까......",,,世以子,嗚嗚嗚，我會一直守護著你的……,,,1,45,19,1,1,0,0,0,0,,Translated
88,直美,……世以子？　世以子？, , ,Naomi,"...Uh, Seiko? Earth to Seiko?",,,나오미,...... 세이코? 세이코?,,,直美,……世以子？世以子？,,,1,48,10,1,0,0,0,0,0,,Translated
89,森繁,繭？　ほら…… 笑顔だ。, , ,Morishige,Mayu? Come on... Let's see that smile of yours.,,,모리시게,마유? 자...... 웃어.,,,森繁,繭？來……笑一個。,,,1,0,0,1,0,0,0,0,0,,Translated
90,繭,……うん（ニコッ）。みんなで、撮って？, , ,Mayu,...O-okay. But how about we get everybody in the,shot?,,마유,...... 응 (싱긋). 다 함께 찍자.,,,繭,……嗯（微笑）。大家一起拍吧？,,,1,247,7,1,0,0,0,0,0,,Translated
91,あゆみ,わぁ、入る入る！, , ,Ayumi,"Ooh, yeah! I totally want in!",,,아유미,"와아, 나도 나도!",,,あゆみ,哇，我也要我也要！,,,1,36,0,1,0,0,0,0,0,,Translated
92,良樹,俺も。, , ,Yoshiki,Me too!,,,요시키,나도.,,,良樹,我也要。,,,1,201,22,1,0,0,0,0,0,,Translated
93,哲志,ははは！　俺も！, , ,Satoshi,Hahaha. Me three.,,,사토시,하하하! 나도!,,,哲志,哈哈哈！我也要！,,,1,204,14,1,0,0,0,0,0,,Translated
94,由香,由香も！, , ,Yuka,Me four!,,,유카,유카도!,,,由香,由香也要！,,,1,231,27,1,0,0,0,0,0,,Translated
95,直美・世以子,うふふっ……！, , ,Naomi & Seiko,Heehee!,,,나오미·세이코,우후훗......!,,,直美・世以子,唔呼呼……！,,,1,49,19,1,0,0,0,0,0,,Translated
96,由香,お兄ちゃん……, , ,Yuka,Big brother?,,,유카,오빠......,,,由香,哥哥……,,,1,232,27,1,0,0,0,0,0,,Translated
97,哲志,ん？, , ,Satoshi,Hmm?,,,사토시,응?,,,哲志,嗯？,,,1,205,14,1,0,0,0,0,0,,Translated
98,由香,とっても素敵な人たちだね。, , ,Yuka,"Your friends are really great, you know?",,,유카,정말 멋진 사람들이네.,,,由香,大家真是很棒的人呢。,,,1,233,27,1,0,0,0,0,0,,Translated
99,哲志,……だろ？, , ,Satoshi,...They sure are.,,,사토시,...... 그치?,,,哲志,……對吧？,,,1,206,14,1,0,0,0,0,0,,Translated
100,哲志,……っ, , ,Satoshi,*gasp*,,,사토시,......,,,哲志,……！,,,1,184,14,1,0,0,0,0,0,,Translated
101,あゆみ,私達の今いるこの学校は、そんな呪われた,天神小跡地に建っているの……, ,Ayumi,"People thought Heavenly Host was cursed, you see.",This was just the latest of many deaths to occur,there. That's why it was torn down...,아유미,"지금 우리가 있는 이 학교는, 저주 받은",텐진초등학교에 세워졌어......,,あゆみ,我們現在所在的這所學校，就建在那被詛咒的,天神小舊址上……,,1,11,0,1,0,0,0,0,0,,Translated
102,あゆみ,しかもね、, , ,Ayumi,However!,,,아유미,거기다,,,あゆみ,而且啊，,,,1,12,0,1,0,0,0,0,0,,Translated
103,あゆみ,階段で転落死した先生の方は、まだ自分が,亡くなったことに気が付いていないらしくって……, ,Ayumi,They say the teacher who fell down the stairs,"still has no idea she's dead, even to this very",day...,아유미,"계단에서 죽은 선생님은, 아직 자신이",죽은 줄 몰라서......,,あゆみ,那位從樓梯摔落身亡的老師，似乎還沒有發現自己已經死了……,,,1,13,0,1,0,0,0,0,0,,Translated
104,あゆみ,こんな雨の日の放課後には、, , ,Ayumi,"And on rainy evenings like this, after our school",day's come to an end...,,아유미,이런 비가 오는 날 방과 후에,,,あゆみ,在這樣下雨天的放學後，,,,1,14,0,1,0,0,0,0,0,,Translated
105,あゆみ,真っ暗な校舎の中を、,今　で　も　歩　い　て　る　ん　だ　っ　て　……, ,Ayumi,...some claim she roams these darkened hallways...,s t i l l   b e l i e v i n g   t h e m   t o   b e,h e r   o w n . . .,아유미,새까만 교사 안을,지  금  도  헤  매  고  있  대  ......,,あゆみ,她　　到　　現　　在　　還　　在　　漆　　黑　　的　　校　　舍　　裡　　徘　　徊　　著……,,,1,15,0,1,0,0,0,0,0,,Translated
106,あゆみ,そう、もうすぐよ！,……『７時を過ぎたあたり』, ,Ayumi,"In fact, it's almost time for her to make her",rounds! Just after seven o'clock...,,아유미,"그래, 얼마 안 남았어!",...... 『7시가 지나면』,,あゆみ,對，馬上就要到了！,……『大概過了七點的時候』,,1,16,0,1,0,0,0,0,0,,Translated
107,あゆみ,その先生が現れるとき、校舎は必ず    ,『停電で真っ暗』になるの。, ,Ayumi,"That's when she appears, always accompanied by a",sudden blackout that leaves the entire building,dark as night...,아유미,"그 선생님이 나타날 때, 교사는 반드시",『정전으로 새까맣게』 돼.,,あゆみ,那位老師出現的時候，校舍一定會,變得『一片漆黑』。,,1,17,0,1,0,0,0,0,0,,Translated
108,あゆみ,コンコン……ってノックのあとに、スゥッ……と,扉が開くと……, ,Ayumi,"'Knock knock,' you'll hear from the blackness...",followed by the sound of the classroom door,ssslowly sssliding open...,아유미,"콩콩...... 노크 소리가 난 후, 스윽...... 하고",문이 열리면......,,あゆみ,叩叩……的敲門聲之後，門就會唰……地打開……,,,1,18,0,1,0,0,0,0,0,,Translated
