Index,JP_Name,JP_Page1,JP_Page2,JP_Page3,EN2_Name,EN2_Page1,EN2_Page2,EN2_Page3,KO_Name,KO_Page1,KO_Page2,KO_Page3,TC_Name,TC_Page1,TC_Page2,TC_Page3,NameFlag,VoiceNo_low,VoiceNo_high,Timing,VoiceAutoPage,TextSpeed,Button,AutoPage,ExtVoice,Translator_Notes,Status
10,鬼碑忌,七星くん（笑）, , ,Kibiki,"Naho? That's enough, now. Heh.",,,키비키,나호 군 (웃음),,,鬼碑忌,七星（笑）,,,1,202,31,1,0,0,0,0,0,,Translated
11,七星,あはははは。, , ,Naho,Hahaha...,,,나호,아하하하하.,,,七星,啊哈哈哈。,,,1,239,31,1,0,0,0,0,0,,Translated
12,田久地,（いつも僕に酷いことを言う七星ちゃん――,　でも心の奥底には優しさが（多分）あって）,,Taguchi,"(Naho is always so mean to me, but deep down, I know",she's a good person...probably.),,타구치,(언제나 나에게 심한 말을 하는 나호,하지만 마음속에는 상냥함이(아마도) 있어서),,田久地,（七星總是對我說很過分的話――,　但她心底裡其實是溫柔的（大概））,,1,0,0,0,0,0,0,0,0,,Translated
13,田久地,（こんなやりとりも含めて、,　鬼碑忌先生と彼女との三人での日常は、,,Taguchi,"(And all of my interactions with her, abusive though","they are, are absolutely precious memories to me",now.),타구치,(이런 대화를 포함해,키비키 선생님과 그녀와의 일상은,,田久地,（包含這樣的互動在內，,　和鬼碑忌老師以及她三人的日常，,,1,0,0,0,0,0,0,0,0,,Translated
14,田久地,　何者にも代え難い、,　大事な大事な記録だったんだ）,,Taguchi,(I wouldn't trade my time with Mr. Kibiki and Naho,for anything. This footage is my rock... It's all,the inspiration I need to get through this.),타구치,그 무엇과도 바꿀 수 없는,매우 소중한 기억이었다),,田久地,　是無可取代的,　非常重要的記錄）,,1,0,0,0,0,0,0,0,0,,Translated
15,,　モニターに映し出されているのは、,　つんとした表情の冴之木七星。,,,"I paused the video for a moment on Naho's face,",cheeks puffed as she was readying herself to make,some sort of quip I'm sure I didn't deserve.,,모니터에 비친 것은,새침한 표정의 사에노키 나호.,,,　螢幕上顯示的是，,　表情倔強的冴之木七星。,,0,0,0,0,0,0,0,0,0,,Translated
16,七星,『田久地さん今日の運勢って大凶だったっけ？』, , ,Naho,'So what's your fortune for today?,"Horrible, rotten luck, was it?'",,나호,『타구치 씨의 오늘 운세는 대흉이었던가?』,,,七星,『田久地先生今天的運勢是大凶來著？』,,,1,240,31,1,0,0,0,0,0,,Translated
17,田久地,『せめて調べてから言ってよ？！　違うよ！』, , ,Taguchi,'You could at least wait till I read it before,planting that suggestion out there! Seriously!',,타구치,『적어도 조사는 좀 하고 말해! 대흉 아니라고!』,,,田久地,『好歹查一下再說吧？！　才不是！』,,,1,164,33,1,0,0,0,0,0,,Translated
18,田久地,……。ぷっ, , ,Taguchi,...Pff.,,,타구치,...... 풋,,,田久地,……。噗,,,1,165,33,1,0,0,0,0,0,,Translated
19,,　コト。――カメラを階段に置く。,,,,I set my camera down with a dull thud.,,,,툭. 카메라를 계단에 놓는다.,,,,　咚。――把攝影機放在樓梯上。,,,0,0,0,0,0,0,0,0,0,,Translated
20,田久地,っはっは……あっはっはっはっはっは……！, , ,Taguchi,Heh... Hahahahahaha!,,,타구치,핫하...... 앗핫핫핫핫하......!,,,田久地,哈哈……啊哈哈哈哈……！,,,1,166,33,1,0,0,0,0,0,,Translated
21,田久地,はははははははは……！, , ,Taguchi,Hahahahahaha!,,,타구치,하하하하하하하하......!,,,田久地,哈哈哈哈……！,,,1,167,33,1,0,0,0,0,0,,Translated
22,田久地,ひィー。　……,楽しかったなぁ……, ,Taguchi,Phew... Those were good times.,,,타구치,히이~,즐거웠지......,,田久地,呼～。　……,真開心啊……,,1,168,33,1,0,0,0,0,0,,Translated
23,田久地,先生は、何処へ行ってしまったんだ……, , ,Taguchi,"Where did you get yourself off to, Mr. Kibiki?",,,타구치,선생님은 어디 간 거야......,,,田久地,老師，您去哪裡了……,,,1,169,33,1,0,0,0,0,0,,Translated
24,,　ふと、時計に目を落とす。,,,,"I glanced down at my watch almost habitually, though",it was kind of pointless to do so.,,,문득 시계에 눈을 돌린다.,,,,　不經意地，看向時鐘。,,,0,0,0,0,0,0,0,0,0,,Translated
25,田久地,（時計はやはり止まっている……。けど、,　もう鬼碑忌先生とはぐれてから、まる二日,　くらいは経っているという実感はある）,Taguchi,"(Still frozen in time, huh? Feels like it's been","around...I dunno, maybe two days since we got",separated? So hard to tell in this place...),타구치,(시계는 역시 멈춰 있어...... 하지만,"키비키 선생님과 떨어진 지, 이틀은",지난 것 같아),田久地,（時鐘果然還是停著的……。但是，,　和鬼碑忌老師走散後，大概,　已經過了整整兩天的感覺）,1,0,0,0,0,0,0,0,0,,Translated
26,,,,,,,,,,,,,,,,,-1,0,0,0,0,0,0,0,0,,Translated
27,田久地,鬼碑忌先生！　鬼碑忌先生！　今何か……！,今何か居ましたよ！, ,Taguchi,Mr. Kibiki! Mr. Kibiki!,"There was something there...right there, just a few",seconds ago!,타구치,키비키 선생님!  키비키 선생님!  방금 뭔가......!,방금 뭔가 있었어요!,,田久地,鬼碑忌老師！　鬼碑忌老師！　剛才好像有……！,剛才好像有什麼東西在那裡！,,1,170,33,1,0,0,0,0,0,,Translated
28,鬼碑忌,何処だね！, , ,Kibiki,Where?!,,,키비키,어딘가!,,,鬼碑忌,在哪裡！,,,1,203,31,1,0,0,0,0,0,,Translated
29,田久地,こっちです！　こっち！, , ,Taguchi,There! Right over there!,,,타구치,여기에요! 여기!,,,田久地,在這裡！　這裡！,,,1,171,33,1,0,0,0,0,0,,Translated
30,田久地,！, , ,Taguchi,Ahh...!,,,타구치,!,,,田久地,！,,,1,172,33,1,0,0,0,0,0,,Translated
31,田久地,君！　待て……待ってくれ！, , ,Taguchi,"Hey, you! Wait! Stop!",,,타구치,거기 너!  기다...... 기다려!,,,田久地,喂！　等等……等等我！,,,1,173,33,1,0,0,0,0,0,,Translated
32,田久地,待っ……, , ,Taguchi,Hold u--,,,타구치,기......,,,田久地,等……,,,1,174,33,1,0,0,0,0,0,,Translated
33,田久地,ガフッ, , ,Taguchi,--ULGH!!,,,타구치,윽,,,田久地,呃,,,1,175,33,1,0,0,0,0,0,,Translated
34,鬼碑忌,……大丈夫か！, , ,Kibiki,Are you all right?!,,,키비키,...... 괜찮나!,,,鬼碑忌,……沒事吧！,,,1,204,31,1,0,0,0,0,0,,Translated
35,田久地,っグ……すみません。,何か踏んで……　カメラ、無事ですか？, ,Taguchi,Oof... I'm really sorry. I stepped on something,and...the camera! Is it all right?!,,타구치,윽...... 죄송합니다.,뭔가 밟아서...... 카메라는 괜찮은가요?,,田久地,……對不起。,好像踩到了什麼……　攝影機，沒事吧？,,1,176,33,1,0,0,0,0,0,,Translated
36,鬼碑忌,ああ, , ,Kibiki,Seems to be.,,,키비키,그래,,,鬼碑忌,嗯,,,1,205,31,1,0,0,0,0,0,,Translated
37,田久地,ッ！？　……ウアアアアアーーーッ！！,ウアアアアアーーーッ！！, ,Taguchi,...?,UUWAAAAAAAAGGGGHH!!,AAAAAAAAAAAAGGGGGGGGHHHHHHHHH!!,타구치,윽!?  ...... 우아아아아악~~~!!,우아아아아악~~~!!,,田久地,！？　……嗚啊啊啊啊～～！！,嗚啊啊啊啊～～！！,,1,177,33,1,0,0,0,0,0,,Translated
38,鬼碑忌,……！？, , ,Kibiki,...?!,,,키비키,......!?,,,鬼碑忌,……！？,,,1,206,31,1,0,0,0,0,0,,Translated
39,田久地,アアアアアアーーーーッッ！！, , ,Taguchi,AAAAAAHAAAHAAAAAAAAAAAAGGGHHH!!,,,타구치,아아아아아악~~~~!!,,,田久地,啊啊啊啊啊啊～～！！,,,1,178,33,1,0,0,0,0,0,,Translated
40,鬼碑忌,田久地君！　何処へ行くんだ！, , ,Kibiki,Taguchi! Where are you going?!,,,키비키,타구치 군!  어디 가는 건가!,,,鬼碑忌,田久地君！　你要去哪裡！,,,1,207,31,1,0,0,0,0,0,,Translated
41,田久地,（あの時――。鬼碑忌先生の背後に青白い,　幽霊のようなものが見えて、,　驚いて逃げ出した僕だが……）,Taguchi,"(Right behind his back, I'd seen a light blue",figure...a ghost. And it scared me out of my wits!,"I just bolted, and didn't look back.)",타구치,(그때. 키비키 선생님의 배후에 창백한,유령 같은 게 보여서,놀라 도망쳤는데......),田久地,（那時候――。我看到鬼碑忌老師背後有蒼白的,　幽靈般的東西，,　嚇得逃跑了……）,1,0,0,0,0,0,0,0,0,,Translated
42,田久地,（その後、幽霊どころか,　誰にも出会えていない）,,Taguchi,"(It seemed to work, as I hadn't seen a single ghost","since. Unfortunately, I also hadn't seen Mr. Kibiki,",nor any other human beings for that matter.),타구치,"(그 후, 유령은 고사하고",아무도 못 봤다),,田久地,（之後，別說是幽靈了，,　連一個人也沒遇到）,,1,0,0,0,0,0,0,0,0,,Translated
43,田久地,（おぞましい人の亡骸や、その死体を,　嬲ったような跡など、ぞっとする現場には,　たくさん遭遇しているけれど……）,Taguchi,"(Not any living human beings, anyway. Dead ones were","in plentiful supply, some telling stories of their",gruesome final moments through their injuries.),타구치,"(무서운 사람의 유해와, 그 사체를","가지고 논 듯한 흔적 등, 오싹한 현장은",많이 봐 왔지만......),田久地,（雖然遇到了很多令人毛骨悚然的場景，,　像是駭人的遺體，以及玩弄遺體般的痕跡……）,,1,0,0,0,0,0,0,0,0,,Translated
44,田久地,（最初は特ダネだと興奮したが、,　そんなものはすぐに消し飛ぶことになる）,,Taguchi,"(At first, I was capturing footage of them all,",excited for this exclusive scoop. But it didn't,take long for the novelty to wear away.),타구치,(처음엔 특종이라며 흥분했지만,그런 건 금방 날아가 버렸다),,田久地,（一開始還因為是獨家新聞而興奮，,　但那種感覺很快就煙消雲散了）,,1,0,0,0,0,0,0,0,0,,Translated
45,田久地,（すべての窓は開かないし、玄関や非常扉も,　びくともせず。外へ脱出することが,　出来ないと気付いたからだ）,Taguchi,(I began to realize that I was trapped in here. Not,a single window or door to the outside was budging.,It's like they were all just painted on.),타구치,"(모든 창은 안 열리고, 현관과 비상문은",꿈쩍도 안 하고. 밖으로 탈출하는 것이,불가능하다는 것을 알아챘기 때문이다),田久地,（因為我發現所有窗戶都打不開，正門和逃生門也,　紋絲不動。無法逃到外面去。）,,1,0,0,0,0,0,0,0,0,,Translated
46,田久地,（鬼碑忌先生の気配はおろか、,　自分以外に生きた人の気配を全く感じない、,　冷たい空間――）,Taguchi,"(The air was cold and stagnant, and I was completely","alone. No Mr. Kibiki, no anyone... Just me and a",whole host of increasingly worrisome corpses.),타구치,(키비키 선생님의 기척은커녕,나 이외에 살아있는 사람의 기척이 전혀 느껴지지 않는,차가운 공간),田久地,（連鬼碑忌老師的氣息都沒有，,　完全感受不到自己以外活人的氣息，,　冰冷的空間――）,1,0,0,0,0,0,0,0,0,,Translated
47,田久地,（僕は、この真っ暗な建物にただ一人、,　ぽつりといるんだ）,,Taguchi,(I almost felt like I was in quarantine or,something.),,타구치,(난 이 새까만 건물에 그저,혼자 있다),,田久地,（我在這棟漆黑的建築裡孤伶伶的，,　只有一個人）,,1,0,0,0,0,0,0,0,0,,Translated
48,田久地,（想像すると全身の毛が逆立って、,　吐きそうになる）,,Taguchi,(And the more time I took to stop and think about,"my surroundings, the more I felt like I was going",to throw up.),타구치,(상상을 하면 전신의 털이 곤두서고,토를 할 것만 같다),,田久地,（只要一想像，就全身寒毛直豎，,　快要吐出來）,,1,0,0,0,0,0,0,0,0,,Translated
49,田久地,（背筋に氷の針を刺し込まれたような、悪寒。,　僕は、ここで）,,Taguchi,(All my hairs were standing on end and a chill to,"end all chills ran through my spine, like a thousand",icicles had been jammed into my back.),타구치,(등근육에 얼음 바늘을 찔러 놓은 듯한 오한.,난 여기에서),,田久地,（就像有冰針刺進背脊般的寒意。,　我，要在這裡）,,1,0,0,0,0,0,0,0,0,,Translated
50,田久地,（――死ぬまでひとりなんだ）,,,Taguchi,(I was going to be caged up in this awful school,until I died. I...was going to die here. Alone.),,타구치,(죽을 때까지 혼자로구나),,,田久地,（――獨自一人直到死去）,,,1,0,0,0,0,0,0,0,0,,Translated
51,田久地,はぁーー……, , ,Taguchi,*sigh*,,,타구치,하아......,,,田久地,哈啊～～……,,,1,179,33,1,0,0,0,0,0,,Translated
52,田久地,……なんでこんな所に来ちゃったんだ……, , ,Taguchi,"Why the hell did I agree to come to this place,",anyway?,,타구치,...... 뭐하러 이런 데 온 거지......,,,田久地,……為什麼會來到這種地方呢……,,,1,180,33,1,0,0,0,0,0,,Translated
53,田久地,唯一の脱出法って言われてた,『逆打ち』の仕方を、なんで先に先生から,教わらなかったんだよ……,Taguchi,And why wasn't I smart enough to ask Mr. Kibiki how,to get back before running off?,,타구치,왜 유일한 탈출법이라고 들은,『역타법』을 선생님한테,배우지 않은 거야......,田久地,為什麼我沒有事先跟老師請教,那個號稱唯一逃脫方法的『逆打』做法呢……,,1,80,36,1,0,0,0,0,0,,Translated
54,田久地,……僕はどこまで馬鹿なんだ。, , ,Taguchi,"...Seriously, how much of a dumbass does that make",me?!,,타구치,...... 난 진짜 바보인가.,,,田久地,……我到底有多蠢啊。,,,1,106,36,1,0,0,0,0,0,,Translated
55,,　階段に置いたハンディーカメラを,　もう一度手に取る。,,,I picked up my camera once more.,,,,계단에 둔 핸디 카메라를,다시 한 번 손에 든다.,,,　再次拿起放在樓梯上的手持攝影機。,,,0,0,0,0,0,0,0,0,0,,Translated
56,田久地,あの時、僕が廊下に投げ出したカメラ、,中に入っていたテープは誰かに抜き取られて,いたけど……見つかってよかった。,Taguchi,Wonder who took the tape out of this thing when,I threw it down and started running. Glad somebody,"did, at least.",타구치,그때 내가 복도에 내던진 카메라,안에 있던 테이프는 누군가가,빼 갔지만...... 찾아서 다행이야.,田久地,那時我扔在走廊上的攝影機，,裡面的錄影帶雖然被某人拿走了,……能找到真是太好了。,1,182,33,1,0,0,0,0,0,,Translated
57,田久地,おかげで、服のポケットに入れていたテープを,こうして見ることが出来る……, ,Taguchi,Cleared up some space for me to watch these old,movies I had in my shirt pocket. I knew they'd,be good luck to have along!,타구치,덕분에 주머니에 넣어 놓은 테이프를,볼 수 있어......,,田久地,多虧如此，才能這樣觀看,放在衣服口袋裡的錄影帶……,,1,183,33,1,0,0,0,0,0,,Translated
58,,　ボタンを押して、動画を再生する。,,,,I pressed the button and began waxing nostalgic,over my former abuses once more.,,,버튼을 눌러 영상을 재생한다.,,,,　按下按鈕，播放影片。,,,0,0,0,0,0,0,0,0,0,,Translated
59,鬼碑忌,『七星くん駄目だ！　そんなもので殴ったら,　田久地くんが死んでしまう』, ,Kibiki,"'Naho, stop! If you hit Taguchi with that, you'll",kill him!',,키비키,『나호 군 그러지 말게! 그런 걸로 때리면,타구치 군이 죽겠어』,,鬼碑忌,『七星，不行！　用那種東西打的話,田久地君會死的』,,1,208,31,1,0,0,0,0,0,,Translated
60,田久地,『先生ーーっ！』, , ,Taguchi,'Mr. Kibiki! Thank you!', ,,타구치,『선생니임~~!』,,,田久地,『老師～～！』,,,1,184,33,1,0,0,0,0,0,,Translated
61,七星,『私の付箋シール勝手に使うからでしょ！,　これさやかと亜衣子に貰った、,　大事なものなんだから！』,Naho,"'Well, then tell him not to use my sticker tags",without permission! I got those from Sayaka and,"Aiko, and nobody gets to use them but ME!'",나호,『내 메모지 맘대로 쓰지 말랬지!,이건 사야카랑 아이코가 준,소중한 거란 말야!』,七星,『誰叫他要擅自用我的便條貼！,　這可是さやか和亜衣子給我的,　很重要的東西！』,1,241,31,1,0,0,0,0,0,,Translated
62,田久地,『土下座するよ！　土下座するから！』, , ,Taguchi,'I'm sorry! I'm so sorry! Look at me; I'm on my,"knees here, begging for your forgiveness!'",,타구치,『엎드릴게! 엎드릴 테니까!』,,,田久地,『我下跪！　我下跪就是了！』,,,1,185,33,1,0,0,0,0,0,,Translated
63,田久地,…………, , ,Taguchi,...,,,타구치,............,,,田久地,…………,,,1,186,33,1,0,0,0,0,0,,Translated
64,田久地,（記録は動画に録っておくと、きっと後で、,　切り取られた『いい思い出の時間』になる）,,Taguchi,"(When you commit an event to video, you're able to",relive it at will through rose-colored lenses. It,can turn anything into a fond memory.),타구치,"(기록을 영상으로 찍어 두면, 나중에 반드시",『좋은 추억의 한때』가 된다),,田久地,（把記錄拍成影片的話，之後一定能成為,　被截取的『美好回憶時光』）,,1,0,0,0,0,0,0,0,0,,Translated
65,田久地,（だから僕は、写真よりも動画が好きだ）,,,Taguchi,(Video just holds so much more power than still,photography...),,타구치,(그래서 난 사진보다 영상이 좋다),,,田久地,（所以我喜歡影片勝過照片）,,,1,0,0,0,0,0,0,0,0,,Translated
66,田久地,――でも、懐古ばかりしていたら,先には進めないんだよ、ね。, ,Taguchi,...But I'm not gonna get anywhere if I just stand,"here and reminisce all day, am I?",,타구치,하지만 회고만 하고 있으면,앞으로 나아갈 수가 없어.,,田久地,――但是，如果只是一直懷舊的話,是無法前進的呢。,,1,187,33,1,0,0,0,0,0,,Translated
67,田久地,思い出は、,前に進むためのガソリンでしかないんだ。,頑張って動いてみよう。,Taguchi,Memories are just fuel to help drive us forward.,"And I've gotta keep moving, for as long as I can.",,타구치,추억은,앞으로 나아가기 위한 연료밖에는 되지 못해.,열심히 움직여 보자.,田久地,回憶，不過是推動前進的燃料而已。,努力試著動起來吧。,,1,188,33,1,0,0,0,0,0,,Translated
68,田久地,脱出して、先生や七星ちゃん達とまた……,楽しく暮らすんだ。, ,Taguchi,I need to get the hell out of here so I can forge,new memories with Mr. Kibiki and Naho. So I can go,back to the way things were before Heavenly Host...,타구치,"탈출해서, 선생님과 나호와......",즐겁게 살아갈 거야.,,田久地,逃出去，和老師、七星他們再次……,快樂地生活。,,1,189,33,1,0,0,0,0,0,,Translated
69,＊,どこなのー……ッ　ねぇ！,……一人にしないでェーっ……！！, ,*,Where did you go?! Come on! Don't leave me all by,myself!,,＊,어디야~ ...... 저기!,...... 혼자 두지 마~ ......!!,,＊,你在哪裡啊……　喂！,……不要讓我一個人～～！！,,1,103,33,1,0,0,0,0,0,,Translated
70,田久地,――？！, , ,Taguchi,?!,,,타구치,?!,,,田久地,――？！,,,1,190,33,1,0,0,0,0,0,,Translated
71,田久地,……人の声！？　女の子の声だ。, , ,Taguchi,That's a person. A girl!,,,타구치,...... 사람 목소리!?  여자 목소린데.,,,田久地,……人的聲音！？　是女孩子的聲音。,,,1,191,33,1,0,0,0,0,0,,Translated
72,＊,世以子……怖いよ！　どこなのー！！, , ,*,Seiko... I'm scared! Where are you?!,,,＊,세이코...... 무서워!  어딨어~!!,,,＊,世以子……我好害怕！　你在哪裡～～！！,,,1,104,33,1,0,0,0,0,0,,Translated
73,＊,はぁ、はぁ、ゼイ、ゼイ……ぐすっ……,悪かったわよ、もう酷いこと……,……ぐす、言わないから……,*,*pant* *pant* *huff* *puff*,"...I'm sorry, okay? I... I won't say anything",mean anymore...okay?,＊,"하아, 하아, 허억, 허억...... 훌쩍......","미안해, 이젠 심한 짓......","...... 훌쩍, 안 할 테니까......",＊,哈啊、哈啊、嘶、嘶……吸泣……,是我不好，不會再說過分的話了……,……吸泣、不會再說了……,1,105,33,1,0,0,0,0,0,,Translated
74,＊,……ここにいるの？, , ,*,...Are you in here?,,,＊,...... 여기 있니?,,,＊,……你在這裡嗎？,,,1,106,33,1,0,0,0,0,0,,Translated
75,田久地,……人だ……ははっ……！,どう見ても人だ！,やっと生きてる人に出会えた！,Taguchi,A person! Haha! That is one-hundred percent a,living human being! I finally found someone else,alive in this godforsaken place!,타구치,...... 사람이다...... 하핫......!,아무리 봐도 사람이야!,드디어 살아있는 사람을 만났어!,田久地,……是人……哈哈……！,怎麼看都是人！終於遇到活人了！,,1,192,33,1,0,0,0,0,0,,Translated
76,田久地,（？！）,,,Taguchi,(?!),,,타구치,(?!),,,田久地,（？！）,,,1,0,0,0,0,0,0,0,0,,Translated
77,＊,せーーーーーーーーーーーーーーーーーー, , ,*,SSSSEEEEEEEEEEEEEEEEEEEEEEE,,,＊,세~~~~~~~~~~~~~~~~~~,,,＊,世～～～～～～～～～～～～～～～～～,,,1,107,33,1,0,0,0,0,0,,Translated
78,＊,せーーーーーーいいぃぃぃいいいいぃぃぃぃ, , ,*,EEEEEEEEEEEIIIIIIIIIIIIIIII,,,＊,세~~~~~~이이이이이이이이이이이이이,,,＊,世～～～～～～～～～～～～～～～～～,,,1,108,33,1,0,0,0,0,0,,Translated
79,＊,イイイイイイイイイイィィィィィィイイイィ, , ,*,IIIIIIIIIIIIIIIIIIIIIIIIIII,,,＊,이이이이이이이이이이이이이이이이이이이이,,,＊,～～～～～～～～～～～～～～～～～,,,1,109,33,1,0,0,0,0,0,,Translated
80,＊,こォォォォオオおおおおォぉォぉォぉォぉォ, , ,*,IIIIIIIIIKKKKKKOOOOOOOOOOOO,,,＊,코오오오오오오오오오오오오오오오오오오오,,,＊,～～～～～～～～～～～～～～～～～～,,,1,110,33,1,0,0,0,0,0,,Translated
81,＊,＊＊＊％＆＃％＃＃’’’！！！！！！！！, , ,*,OOOOOO*****%&#%##'''!!!!!!!,,,＊,＊＊＊％＆＃％＃＃’’’！！！！！！！！,,,＊,＊＊＊％＆＃％＃＃’’’！！！！！！！！,,,1,111,33,1,0,0,0,0,0,,Translated
82,田久地,うわぁぁぁぁ……！？, , ,Taguchi,GEH!!,,,타구치,우와아아아아......!?,,,田久地,哇啊啊啊……！？,,,1,193,33,1,0,0,0,0,0,,Translated
83,田久地,（それはもう、人の声じゃなかった）,,,Taguchi,(That's sure not a human voice anymore...),,,타구치,"(그건 이미, 사람 목소리가 아니었다)",,,田久地,（那已經，不是人類的聲音了）,,,1,0,0,0,0,0,0,0,0,,Translated
84,田久地,（女の子の大きく開いた口は、,　あごが外れ、人の顔の皮はここまで,　伸びるのかと驚くまでに）,Taguchi,(It's almost like her jaw's completely detached,from her body. I've never seen a person's mouth,open that wide before.),타구치,(소녀의 크게 벌어진 입은,"턱이 빠져, 사람 얼굴 피부가",이렇게 많이 늘어나는구나 싶을 정도로),田久地,（女孩大張的嘴巴，,　下巴脫了臼，讓人驚訝於,　人臉的皮膚竟然能伸展到這種程度）,1,0,0,0,0,0,0,0,0,,Translated
85,田久地,（ぽかりと開けたその穴を、,　ぐんぐんと開けてゆく）,,Taguchi,(Like a nutcracker or something!),,,타구치,(뻥 뚫린 구멍이,쭉쭉 늘어난다),,田久地,（那個敞開的洞穴，,　不斷地撐開）,,1,0,0,0,0,0,0,0,0,,Translated
86,田久地,（喉の奥から搾り出されるその声は、,　彼女の声帯を壊さんばかりに）,,Taguchi,(And that voice is like it was pulled up from the,depths of hell. I can't imagine it isn't straining,her vocal chords to the breaking point.),타구치,(목 안에서 쥐어짜낸 그 목소리는,그녀의 성대를 망가뜨리려는 듯),,田久地,（從喉嚨深處擠壓出來的那個聲音，,　簡直要毀壞她的聲帶一般）,,1,0,0,0,0,0,0,0,0,,Translated
87,田久地,（ぶるぶると振動させた、,　かん高い――もはや音だった）,,Taguchi,"(It's more of a sound than a voice, really. High-",pitched and oscillating...almost mechanical...),,타구치,(성대를 부들부들 진동시키는,으르렁거리는 소리였다),,田久地,（讓聲帶顫抖震動的，,　尖銳的――那已經只能說是聲響了）,,1,0,0,0,0,0,0,0,0,,Translated
88,田久地,……っ、？！　……う……うぅ……, , ,Taguchi,...?! A-Aaah...,,,타구치,"...... 윽,  ?!  ...... 우...... 우우......",,,田久地,……、？！　……嗚……嗚嗚……,,,1,194,33,1,0,0,0,0,0,,Translated
89,田久地,なんだ……なんだったんだ今の……？, , ,Taguchi,What... Whaaat the hell did I just see?,,,타구치,방금...... 뭐였지......?,,,田久地,剛才……剛才那是什麼……？,,,1,195,33,1,0,0,0,0,0,,Translated
90,田久地,うう、もういやだ……帰りたい！, , ,Taguchi,"No, no, no, I can't take this right now.",I just want to go home!,,타구치,"으으, 이젠 싫어...... 집에 갈래!",,,田久地,嗚嗚，已經夠了……我想回家！,,,1,196,33,1,0,0,0,0,0,,Translated
91,田久地,もしかして、ここは昔のトイレ……？, , ,Taguchi,Ulgh. This used to be a bathroom or something?,,,타구치,"혹시, 여긴 옛날 화장실......?",,,田久地,難道說，這裡是以前的廁所……？,,,1,238,33,1,0,0,0,0,0,,Translated
